id_menage,region,milieu,taille_menage,nb_enfants_moins_15,ratio_dependance,sexe_chef_menage,age_chef_menage,niveau_education_chef,materiau_toit,materiau_mur,source_eau_potable,possede_terre,superficie_terre_ha,nb_bovins,nb_petits_ruminants,nb_volailles,possede_telephone,possede_radio,possede_velo,possede_moto,distance_marche_km,score_consommation_alimentaire,depenses_mensuelles_pc_fcfa,vulnerable
474,Sahel,Urbain,8,5,1.67,Homme,42,Secondaire,Tole,Banco (terre),Puits protege/Forage,0,0.0,0,4,7,1,0,1,0,11.2,75,50068.0,0
475,Sahel,Rural,4,2,1.0,Homme,37,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,1.9,0,4,3,1,1,1,0,6.7,73,16043.0,0
476,Est,Rural,9,5,1.25,Homme,66,Secondaire,Chaume/Paille,Dur,Puits protege/Forage,1,0.18,0,3,4,1,1,1,1,11.5,49,29667.0,0
477,Est,Urbain,6,3,1.0,Homme,31,Primaire,Tole,Banco (terre),Puits protege/Forage,1,0.19,1,4,9,1,1,1,0,5.1,17,14139.0,1
478,Nord,Urbain,7,4,1.33,Homme,54,Secondaire,Tole,Dur,Puits non protege,1,3.18,2,7,10,1,1,0,1,9.5,50,12225.0,0
479,Nord,Urbain,10,5,1.0,Femme,52,Secondaire,Dur (beton/tuile),Banco (terre),Puits protege/Forage,0,0.0,4,3,7,1,0,0,1,1.1,72,42892.0,0
480,Est,Urbain,4,2,1.0,Homme,24,Primaire,Chaume/Paille,Banco (terre),Puits non protege,0,0.0,0,4,7,0,1,1,0,2.5,60,66392.0,1
481,Est,Urbain,12,4,0.5,Homme,34,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,0,0.0,2,4,6,1,1,0,0,12.0,83,23208.0,1
482,Sahel,Rural,12,5,0.71,Femme,36,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.03,2,3,5,1,1,0,0,6.5,49,61389.0,0
483,Nord,Rural,8,5,1.67,Homme,52,Secondaire,Chaume/Paille,Banco (terre),Puits non protege,0,0.0,3,6,3,1,1,0,0,9.2,86,20097.0,1
484,Est,Rural,5,2,0.67,Femme,40,Primaire,Dur (beton/tuile),Brique de ciment,Puits non protege,1,1.26,0,3,5,0,1,1,1,8.7,21,24209.0,0
485,Sahel,Rural,9,3,0.5,Homme,44,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,2.76,0,5,6,1,1,1,0,10.9,42,56981.0,1
486,Est,Urbain,7,3,0.75,Homme,26,Secondaire,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,1.01,3,5,8,1,1,1,0,3.0,33,17842.0,0
487,Est,Rural,12,6,1.0,Homme,75,Secondaire,Tole,Brique de ciment,Puits non protege,0,0.0,1,4,8,0,1,0,0,16.7,66,40640.0,0
488,Sahel,Rural,9,5,1.25,Homme,46,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,0.49,1,2,5,1,0,0,1,11.0,34,23001.0,1
489,Nord,Rural,12,6,1.0,Homme,51,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.8,1,6,5,1,1,0,0,17.6,70,19452.0,1
490,Nord,Rural,9,5,1.25,Homme,38,Aucun,Tole,Banco (terre),Puits protege/Forage,0,0.0,1,4,6,1,0,1,0,13.5,65,21398.0,1
491,Centre-Nord,Rural,8,5,1.67,Femme,37,Primaire,Tole,Banco (terre),Puits protege/Forage,1,3.85,0,6,8,1,0,1,0,10.8,57,10140.0,0
492,Nord,Rural,10,5,1.0,Homme,70,Superieur,Tole,Banco (terre),Puits non protege,1,1.12,0,6,8,0,1,0,1,4.4,52,47453.0,0
493,Nord,Urbain,7,4,1.33,Femme,20,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,0.99,0,2,5,1,1,0,0,8.5,37,29787.0,1
494,Est,Rural,10,4,0.67,Femme,49,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,0.99,0,3,6,1,1,0,0,12.4,63,25170.0,1
495,Centre-Nord,Urbain,6,3,1.0,Homme,29,Secondaire,Tole,Banco (terre),Puits protege/Forage,1,2.49,3,5,6,1,1,1,1,13.4,46,19696.0,0
496,Nord,Urbain,6,2,0.5,Homme,40,Primaire,Tole,Brique de ciment,Puits non protege,1,2.95,1,5,3,1,1,1,1,6.4,66,30955.0,0
497,Est,Rural,7,3,0.75,Femme,37,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,3.73,1,2,9,1,1,1,0,4.2,78,40037.0,0
498,Nord,Rural,4,1,0.33,Homme,32,Aucun,Tole,Dur,Puits protege/Forage,1,5.89,1,3,7,1,1,1,1,10.0,49,23777.0,0
499,Est,Urbain,6,2,0.5,Homme,45,Aucun,Tole,Banco (terre),Puits protege/Forage,1,2.07,1,4,8,0,0,0,0,8.8,75,41507.0,0
500,Nord,Rural,6,4,2.0,Homme,18,Aucun,Tole,Brique de ciment,Puits non protege,1,0.88,2,4,7,1,1,1,1,9.9,57,30449.0,1
501,Centre-Nord,Urbain,7,4,1.33,Homme,41,Secondaire,Tole,Banco (terre),Puits protege/Forage,0,0.0,5,5,4,1,0,1,1,4.1,63,25796.0,0
502,Boucle du Mouhoun,Rural,7,4,1.33,Femme,44,Primaire,Chaume/Paille,Brique de ciment,Puits non protege,1,0.71,0,4,3,1,1,0,0,13.9,32,40561.0,1
503,Boucle du Mouhoun,Urbain,8,4,1.0,Homme,27,Primaire,Tole,Banco (terre),Puits protege/Forage,1,1.79,3,4,6,1,1,1,0,0.9,43,21406.0,0
504,Nord,Urbain,8,4,1.0,Homme,65,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,0.82,0,3,12,1,0,1,0,5.9,42,15318.0,1
505,Nord,Rural,4,2,1.0,Femme,37,Aucun,Tole,Dur,Puits protege/Forage,0,0.0,3,1,5,1,1,1,0,8.3,75,26268.0,0
506,Centre-Nord,Rural,8,4,1.0,Homme,42,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,1.95,2,8,8,0,0,1,0,6.5,48,27334.0,0
507,Est,Urbain,7,3,0.75,Homme,37,Secondaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,0,0.0,2,4,6,1,0,1,1,6.9,64,24342.0,0
508,Centre-Nord,Rural,8,5,1.67,Homme,44,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,2.88,0,4,6,0,0,0,0,18.6,52,45957.0,1
509,Est,Rural,6,4,2.0,Homme,62,Aucun,Dur (beton/tuile),Brique de ciment,Robinet/Eau courante,1,2.69,2,4,7,1,1,0,0,6.9,48,33699.0,0
510,Sahel,Rural,6,2,0.5,Homme,77,Superieur,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.47,3,3,4,1,0,1,0,12.5,30,25546.0,0
511,Sahel,Rural,4,2,1.0,Homme,55,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,2.48,2,3,6,0,1,0,0,11.7,23,26837.0,1
512,Centre-Nord,Urbain,7,4,1.33,Homme,59,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,5.8,0,2,5,0,1,1,0,2.1,48,27897.0,0
513,Sahel,Urbain,8,4,1.0,Homme,67,Primaire,Tole,Banco (terre),Puits protege/Forage,0,0.0,1,2,6,1,1,1,1,7.6,49,34089.0,0
514,Est,Rural,9,3,0.5,Homme,48,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,3.33,0,5,8,1,1,0,0,8.5,40,27547.0,1
515,Est,Urbain,6,3,1.0,Homme,65,Secondaire,Tole,Brique de ciment,Puits protege/Forage,1,0.34,0,4,4,1,1,1,0,3.5,56,25097.0,0
516,Sahel,Rural,12,7,1.4,Homme,55,Aucun,Tole,Banco (terre),Puits protege/Forage,1,0.62,0,5,5,1,1,1,0,7.4,85,14759.0,0
517,Est,Rural,8,4,1.0,Homme,47,Secondaire,Chaume/Paille,Brique de ciment,Puits non protege,1,1.51,0,4,7,1,1,0,0,26.8,78,19547.0,1
518,Centre-Nord,Rural,4,2,1.0,Femme,50,Aucun,Tole,Dur,Puits non protege,0,0.0,2,5,2,1,1,1,0,5.3,53,30475.0,0
519,Sahel,Urbain,8,3,0.6,Femme,21,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,0.81,0,4,7,0,0,0,0,11.6,54,29278.0,1
520,Centre-Nord,Rural,8,5,1.67,Homme,49,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.01,2,3,3,1,0,1,0,8.9,63,13789.0,1
521,Centre-Nord,Rural,3,1,0.5,Homme,25,Secondaire,Tole,Banco (terre),Puits protege/Forage,1,2.29,1,2,7,1,1,1,0,6.7,57,20892.0,0
522,Est,Rural,8,3,0.6,Homme,24,Primaire,Chaume/Paille,Dur,Puits non protege,1,3.36,0,5,7,1,0,1,0,8.2,63,17705.0,0
523,Sahel,Urbain,8,4,1.0,Homme,48,Primaire,Tole,Banco (terre),Puits protege/Forage,1,2.43,3,1,7,1,0,1,1,12.2,57,49716.0,0
524,Nord,Rural,5,3,1.5,Femme,31,Aucun,Tole,Banco (terre),Puits protege/Forage,1,2.54,3,2,2,0,0,1,1,16.6,54,30122.0,0
525,Sahel,Rural,6,3,1.0,Femme,45,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,0,0.0,2,2,6,0,0,1,0,6.6,43,32652.0,1
526,Est,Urbain,7,2,0.4,Homme,47,Aucun,Dur (beton/tuile),Dur,Puits non protege,0,0.0,2,4,3,0,1,0,0,7.5,59,26107.0,0
527,Boucle du Mouhoun,Rural,5,2,0.67,Homme,47,Secondaire,Tole,Banco (terre),Puits non protege,1,1.46,1,5,1,1,0,0,0,11.1,17,20295.0,1
528,Boucle du Mouhoun,Rural,6,3,1.0,Femme,33,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.83,0,6,5,1,1,1,0,8.8,57,22017.0,0
529,Centre-Nord,Rural,5,2,0.67,Homme,57,Aucun,Tole,Banco (terre),Puits protege/Forage,1,3.46,1,1,6,0,0,1,1,12.0,20,,0
530,Est,Rural,7,3,0.75,Homme,44,Primaire,Dur (beton/tuile),Brique de ciment,Puits non protege,1,5.05,1,7,5,1,1,0,1,13.3,57,23932.0,0
531,Nord,Rural,6,4,2.0,Homme,51,Primaire,Tole,Banco (terre),Puits non protege,1,2.15,3,2,6,0,1,1,0,6.5,37,,1
532,Centre-Nord,Urbain,11,4,0.57,Homme,29,Aucun,Tole,Banco (terre),Puits protege/Forage,1,3.22,0,5,5,0,1,1,0,,73,28691.0,0
533,Est,Urbain,7,4,1.33,Homme,43,Aucun,Tole,Banco (terre),Puits protege/Forage,0,0.0,0,1,4,1,1,0,0,2.1,54,30730.0,1
534,Nord,Urbain,5,2,0.67,Homme,59,Aucun,Chaume/Paille,Banco (terre),Puits non protege,0,0.0,0,2,4,1,1,1,0,4.1,53,31444.0,1
535,Sahel,Urbain,5,3,1.5,Homme,58,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.55,4,6,6,1,0,0,0,4.8,59,21231.0,1
536,Sahel,Rural,3,2,2.0,Homme,35,Aucun,Tole,Brique de ciment,Puits non protege,1,2.39,2,4,3,1,1,0,1,14.0,39,23391.0,0
537,Nord,Rural,7,3,0.75,Femme,38,Primaire,Tole,Banco (terre),Puits protege/Forage,1,5.13,3,2,4,0,1,0,0,9.3,71,40497.0,0
538,Sahel,Urbain,6,3,1.0,Femme,32,Aucun,Tole,Banco (terre),Puits protege/Forage,1,2.06,0,3,6,1,1,1,1,4.1,64,61198.0,0
539,Sahel,Rural,7,4,1.33,Homme,36,Secondaire,Chaume/Paille,Banco (terre),Puits non protege,1,0.29,0,2,7,0,0,0,1,5.2,44,40664.0,1
540,Centre-Nord,Urbain,9,5,1.25,Homme,27,Secondaire,Tole,Brique de ciment,Puits non protege,1,2.56,0,1,8,1,1,1,0,11.9,36,7669.0,1
541,Boucle du Mouhoun,Urbain,2,1,1.0,Femme,43,Aucun,Chaume/Paille,Brique de ciment,Robinet/Eau courante,1,1.18,2,7,3,1,1,1,0,2.6,46,19128.0,0
542,Nord,Rural,13,6,0.86,Homme,53,Aucun,Chaume/Paille,Brique de ciment,Robinet/Eau courante,0,0.0,0,10,5,1,1,1,0,16.6,50,28328.0,1
543,Centre-Nord,Rural,9,6,2.0,Homme,35,Aucun,Tole,Brique de ciment,Puits non protege,1,2.71,4,4,7,1,1,1,1,7.8,35,16413.0,0
544,Boucle du Mouhoun,Rural,11,4,0.57,Homme,44,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.27,2,4,7,1,1,1,1,6.3,45,16070.0,1
545,Sahel,Rural,5,2,0.67,Homme,42,Primaire,Tole,Banco (terre),Puits non protege,1,1.49,2,5,7,0,0,1,1,9.7,43,22283.0,1
546,Est,Rural,8,3,0.6,Femme,59,Primaire,Tole,Brique de ciment,Puits protege/Forage,0,0.0,0,1,4,0,0,1,0,6.9,49,31426.0,0
547,Est,Rural,6,4,2.0,Homme,37,Aucun,Tole,Banco (terre),Robinet/Eau courante,1,2.04,0,1,8,1,1,0,1,8.5,49,35521.0,1
548,Sahel,Urbain,8,3,0.6,Homme,38,Aucun,Tole,Banco (terre),Puits protege/Forage,1,0.87,1,4,5,0,1,1,0,5.6,60,22804.0,0
549,Centre-Nord,Urbain,7,3,0.75,Femme,34,Primaire,Tole,Banco (terre),Puits protege/Forage,1,0.66,0,6,6,1,1,1,1,9.3,52,22030.0,1
550,Est,Urbain,9,5,1.25,Homme,30,Primaire,Tole,Brique de ciment,Puits protege/Forage,1,5.07,4,4,6,1,0,1,1,17.1,58,18404.0,0
551,Est,Rural,7,3,0.75,Femme,52,Secondaire,Tole,Brique de ciment,Puits non protege,1,1.89,2,4,6,1,0,1,1,7.5,56,33799.0,0
552,Sahel,Rural,4,2,1.0,Homme,43,Secondaire,Tole,Dur,Puits protege/Forage,1,0.73,1,7,1,1,1,1,0,10.1,49,32792.0,0
553,Sahel,Rural,12,6,1.0,Homme,46,Primaire,Chaume/Paille,Banco (terre),Puits non protege,1,1.03,0,4,8,1,0,1,0,5.8,63,40464.0,1
554,Boucle du Mouhoun,Rural,5,2,0.67,Femme,62,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,5.23,0,4,6,0,1,1,1,12.3,8,28521.0,1
555,Sahel,Urbain,6,4,2.0,Femme,62,Secondaire,Tole,Banco (terre),Puits protege/Forage,1,3.93,6,4,6,1,0,0,0,6.4,46,14913.0,0
556,Sahel,Rural,5,2,0.67,Femme,24,Secondaire,Chaume/Paille,Brique de ciment,Puits non protege,1,0.93,3,6,8,0,1,1,0,5.1,43,22994.0,0
557,Est,Rural,6,4,2.0,Femme,53,Secondaire,Dur (beton/tuile),Banco (terre),Puits protege/Forage,1,0.61,2,4,2,0,0,1,1,10.6,54,39562.0,0
558,Est,Urbain,9,4,0.8,Homme,48,Superieur,Chaume/Paille,Dur,Puits protege/Forage,1,0.65,0,1,6,1,1,1,1,2.8,42,12321.0,0
559,Nord,Rural,13,5,0.62,Homme,39,Aucun,Tole,Banco (terre),Puits protege/Forage,1,3.65,0,2,4,1,0,1,1,8.5,61,25896.0,1
560,Est,Rural,7,3,0.75,Homme,49,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,0,0.0,0,1,5,0,1,1,0,18.5,64,30587.0,1
561,Sahel,Rural,10,5,1.0,Femme,23,Primaire,Dur (beton/tuile),Brique de ciment,Robinet/Eau courante,1,0.39,3,3,8,1,0,1,1,5.3,30,66281.0,0
562,Sahel,Urbain,7,3,0.75,Homme,64,Aucun,Chaume/Paille,Banco (terre),Puits non protege,0,0.0,1,3,4,0,1,1,1,8.8,56,20527.0,1
563,Centre-Nord,Urbain,10,4,0.67,Homme,52,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,2.02,4,4,10,1,1,1,0,2.5,32,25470.0,0
564,Nord,Rural,9,6,2.0,Femme,34,Aucun,Tole,Banco (terre),Puits protege/Forage,1,1.47,0,5,5,1,0,0,0,6.1,60,57493.0,0
565,Nord,Urbain,13,6,0.86,Femme,37,Aucun,Chaume/Paille,Brique de ciment,Puits non protege,1,3.98,2,2,4,1,0,1,1,3.4,45,20646.0,1
566,Nord,Urbain,8,5,1.67,Femme,23,Aucun,Chaume/Paille,Brique de ciment,Robinet/Eau courante,1,2.04,0,2,5,1,1,1,0,2.0,39,43635.0,1
567,Centre-Nord,Urbain,8,3,0.6,Homme,41,Primaire,Tole,Brique de ciment,Puits protege/Forage,0,0.0,0,2,4,1,1,0,0,19.7,25,32103.0,0
568,Sahel,Rural,7,3,0.75,Homme,39,Primaire,Tole,Banco (terre),Puits non protege,1,3.09,0,1,8,1,0,0,0,5.2,51,24356.0,0
569,Est,Rural,9,5,1.25,Femme,28,Primaire,Chaume/Paille,Dur,Puits non protege,1,2.97,0,6,6,1,0,1,1,5.8,33,32966.0,1
570,Nord,Urbain,7,3,0.75,Homme,55,Aucun,Tole,Dur,Robinet/Eau courante,1,1.05,1,1,9,0,1,0,0,0.9,28,25175.0,0
571,Est,Rural,6,2,0.5,Homme,62,Primaire,Chaume/Paille,Brique de ciment,Robinet/Eau courante,0,0.0,1,2,5,1,1,1,0,6.8,55,74311.0,0
572,Centre-Nord,Rural,8,3,0.6,Femme,45,Aucun,Chaume/Paille,Dur,Puits non protege,1,1.92,2,7,5,0,1,1,0,9.8,68,10620.0,0
573,Est,Urbain,9,3,0.5,Homme,41,Aucun,Tole,Banco (terre),Puits protege/Forage,1,1.73,1,6,2,1,1,0,0,6.2,58,23692.0,0
574,Centre-Nord,Rural,6,3,1.0,Homme,51,Aucun,Chaume/Paille,Banco (terre),Puits non protege,0,0.0,0,3,6,1,0,1,0,10.8,29,24006.0,1
575,Centre-Nord,Urbain,5,2,0.67,Homme,45,Secondaire,Tole,Banco (terre),Puits protege/Forage,1,2.18,1,4,9,1,0,1,0,7.1,50,25329.0,0
576,Nord,Urbain,8,5,1.67,Homme,31,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,4.81,0,4,11,1,0,0,0,10.5,63,43748.0,0
577,Boucle du Mouhoun,Urbain,10,4,0.67,Femme,37,Primaire,Tole,Banco (terre),Puits non protege,1,1.3,0,2,11,1,1,0,0,14.7,50,22001.0,1
578,Nord,Rural,9,4,0.8,Homme,41,Secondaire,Tole,Brique de ciment,Puits protege/Forage,1,2.25,3,3,5,1,0,1,0,12.2,57,33571.0,0
579,Centre-Nord,Urbain,9,4,0.8,Homme,48,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,0.62,2,5,8,0,1,0,0,5.6,45,29857.0,0
580,Est,Rural,9,5,1.25,Homme,45,Secondaire,Dur (beton/tuile),Banco (terre),Puits protege/Forage,1,0.81,1,7,7,1,0,0,0,6.6,46,39235.0,0
581,Est,Urbain,11,7,1.75,Femme,48,Aucun,Tole,Brique de ciment,Puits non protege,1,1.64,0,5,7,1,0,1,0,6.0,41,25293.0,1
582,Nord,Urbain,7,4,1.33,Femme,25,Aucun,Chaume/Paille,Brique de ciment,Robinet/Eau courante,1,0.71,0,4,2,1,1,0,0,8.0,62,31101.0,1
583,Sahel,Urbain,5,2,0.67,Homme,54,Aucun,Dur (beton/tuile),Dur,Puits non protege,1,2.59,0,5,10,0,1,1,0,4.4,63,25450.0,0
584,Est,Rural,9,4,0.8,Homme,45,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,2.32,0,4,3,1,1,0,0,13.2,43,17262.0,1
585,Boucle du Mouhoun,Rural,7,4,1.33,Homme,78,Secondaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,0.94,3,6,7,1,0,0,0,11.0,64,55247.0,0
586,Nord,Rural,8,3,0.6,Homme,40,Primaire,Tole,Banco (terre),Puits non protege,1,1.37,0,5,8,1,1,1,0,7.0,29,19092.0,0
587,Sahel,Rural,5,3,1.5,Homme,49,Primaire,Chaume/Paille,Banco (terre),Puits non protege,1,3.67,0,6,10,1,1,0,1,7.4,49,21692.0,1
588,Est,Rural,6,3,1.0,Homme,82,Aucun,Tole,Brique de ciment,Puits non protege,1,1.9,0,1,4,1,1,1,0,15.6,30,18296.0,1
589,Sahel,Rural,8,4,1.0,Homme,48,Secondaire,Tole,Banco (terre),Puits non protege,0,0.0,0,5,7,1,0,1,1,4.9,34,32238.0,0
590,Sahel,Rural,7,3,0.75,Homme,44,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,1.38,0,3,5,0,1,1,0,5.1,30,21695.0,1
591,Boucle du Mouhoun,Urbain,6,3,1.0,Homme,32,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,1.51,5,3,10,1,1,1,0,2.2,42,53202.0,0
592,Est,Urbain,8,5,1.67,Homme,65,Superieur,Chaume/Paille,Banco (terre),Puits non protege,1,1.64,0,6,3,1,1,0,0,20.6,62,34210.0,1
593,Est,Rural,14,7,1.0,Homme,30,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.34,3,3,7,1,0,1,0,11.2,51,23752.0,1
594,Nord,Urbain,10,6,1.5,Homme,51,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,1.45,1,4,5,1,1,1,1,3.3,43,17865.0,0
595,Sahel,Urbain,11,6,1.2,Homme,39,Aucun,Dur (beton/tuile),Banco (terre),Puits non protege,1,1.41,0,4,6,0,1,1,0,7.3,49,25596.0,1
596,Sahel,Rural,3,1,0.5,Homme,43,Aucun,Tole,Banco (terre),Puits protege/Forage,1,2.76,2,4,8,1,1,1,1,7.1,19,33997.0,0
597,Centre-Nord,Rural,5,2,0.67,Femme,26,Secondaire,Tole,Banco (terre),Puits non protege,0,0.0,1,3,0,1,1,1,1,9.6,61,26353.0,0
598,Nord,Urbain,4,2,1.0,Homme,62,Primaire,Tole,Brique de ciment,Puits protege/Forage,1,1.28,1,4,4,0,1,1,1,3.7,16,25257.0,0
599,Boucle du Mouhoun,Urbain,6,4,2.0,Femme,41,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.17,0,5,4,1,1,0,0,7.1,41,16997.0,1
600,Nord,Urbain,7,3,0.75,Homme,29,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.84,0,0,4,1,0,0,0,4.7,51,73822.0,0
601,Est,Urbain,6,4,2.0,Homme,61,Primaire,Tole,Brique de ciment,Robinet/Eau courante,1,0.7,0,4,3,0,1,1,1,3.4,59,24575.0,0
602,Centre-Nord,Urbain,8,4,1.0,Homme,38,Primaire,Tole,Banco (terre),Puits non protege,0,0.0,0,6,7,1,0,1,0,5.6,56,14494.0,1
603,Boucle du Mouhoun,Rural,6,3,1.0,Homme,49,Primaire,Chaume/Paille,Banco (terre),Robinet/Eau courante,0,0.0,1,5,5,1,0,0,1,8.0,51,16585.0,0
604,Centre-Nord,Urbain,5,3,1.5,Femme,56,Primaire,Chaume/Paille,Brique de ciment,Puits non protege,0,0.0,0,5,7,1,1,0,0,4.0,75,23044.0,1
605,Boucle du Mouhoun,Rural,13,7,1.17,Femme,51,Primaire,Tole,Brique de ciment,Puits non protege,1,1.85,0,5,12,1,0,1,1,5.5,84,64547.0,0
606,Centre-Nord,Urbain,8,4,1.0,Homme,18,Primaire,Chaume/Paille,Banco (terre),Puits non protege,1,0.4,3,7,6,1,0,1,1,7.0,52,24917.0,1
607,Centre-Nord,Rural,8,4,1.0,Homme,54,Secondaire,Tole,Brique de ciment,Puits protege/Forage,1,2.06,0,1,3,0,1,1,0,28.9,50,22728.0,0
608,Sahel,Rural,8,3,0.6,Homme,44,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,2.95,0,4,5,1,1,0,1,9.7,49,39345.0,0
609,Centre-Nord,Urbain,10,5,1.0,Femme,41,Aucun,Tole,Banco (terre),Robinet/Eau courante,0,0.0,2,2,14,1,1,1,1,4.2,42,40658.0,0
610,Est,Rural,6,3,1.0,Femme,44,Primaire,Tole,Banco (terre),Puits protege/Forage,1,1.07,0,7,8,1,0,1,0,8.3,58,36192.0,0
611,Nord,Urbain,7,4,1.33,Homme,24,Aucun,Tole,Banco (terre),Puits protege/Forage,1,2.8,3,5,5,1,1,1,0,11.3,72,29435.0,0
612,Nord,Rural,8,4,1.0,Femme,47,Aucun,Tole,Banco (terre),Robinet/Eau courante,1,2.57,0,2,4,1,0,0,1,4.2,12,16367.0,0
613,Boucle du Mouhoun,Urbain,8,3,0.6,Femme,27,Superieur,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,2.66,0,5,8,0,0,1,1,5.9,49,19188.0,0
614,Boucle du Mouhoun,Urbain,5,3,1.5,Homme,41,Aucun,Tole,Banco (terre),Puits protege/Forage,1,4.09,1,2,8,1,0,1,1,4.9,76,13149.0,0
615,Est,Rural,8,4,1.0,Homme,47,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,2.2,0,4,10,1,1,1,1,8.7,58,24324.0,0
616,Centre-Nord,Urbain,7,4,1.33,Femme,59,Primaire,Tole,Banco (terre),Robinet/Eau courante,0,0.0,4,3,4,1,1,1,0,5.4,59,22223.0,0
617,Centre-Nord,Rural,5,3,1.5,Homme,34,Aucun,Dur (beton/tuile),Brique de ciment,Puits non protege,1,0.74,2,8,4,1,0,1,0,6.3,26,21209.0,0
618,Est,Rural,6,3,1.0,Homme,64,Aucun,Tole,Brique de ciment,Robinet/Eau courante,1,2.21,0,6,9,1,1,1,0,6.4,63,30506.0,0
619,Sahel,Urbain,6,3,1.0,Femme,57,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,1.43,0,4,7,0,1,0,0,1.3,68,20016.0,1
620,Sahel,Urbain,12,5,0.71,Homme,39,Aucun,Tole,Banco (terre),Puits protege/Forage,0,0.0,4,4,7,1,0,1,1,7.1,55,23082.0,0
621,Centre-Nord,Rural,10,4,0.67,Femme,31,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,2.52,0,4,2,1,1,1,1,4.4,42,21615.0,1
622,Est,Rural,9,5,1.25,Homme,26,Secondaire,Tole,Brique de ciment,Puits non protege,1,0.53,3,8,9,1,1,0,1,10.1,59,26520.0,0
623,Boucle du Mouhoun,Urbain,9,4,0.8,Homme,49,Aucun,Dur (beton/tuile),Banco (terre),Robinet/Eau courante,1,2.56,3,2,7,0,1,1,1,3.4,35,31700.0,0
624,Est,Rural,11,4,0.57,Femme,35,Aucun,Tole,Banco (terre),Robinet/Eau courante,0,0.0,0,3,5,1,1,0,1,6.3,33,14691.0,1
625,Boucle du Mouhoun,Rural,6,2,0.5,Homme,61,Primaire,Chaume/Paille,Dur,Puits protege/Forage,1,2.1,2,3,10,1,1,1,0,9.6,65,32990.0,0
626,Est,Rural,6,3,1.0,Homme,36,Aucun,Dur (beton/tuile),Banco (terre),Robinet/Eau courante,0,0.0,3,2,3,1,0,1,1,7.8,70,30300.0,0
627,Centre-Nord,Rural,7,5,2.5,Homme,33,Aucun,Tole,Banco (terre),Puits protege/Forage,1,2.63,0,3,4,1,1,0,0,9.5,40,32480.0,1
628,Sahel,Urbain,6,2,0.5,Homme,48,Aucun,Chaume/Paille,Brique de ciment,Robinet/Eau courante,1,3.32,0,5,4,1,0,1,1,2.5,33,28565.0,0
629,Nord,Rural,10,4,0.67,Homme,36,Aucun,Dur (beton/tuile),Dur,Puits non protege,1,10.59,0,3,11,1,0,1,0,10.6,38,31657.0,0
630,Centre-Nord,Rural,8,5,1.67,Homme,45,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,2.0,0,4,7,1,1,1,1,8.8,55,22314.0,1
631,Boucle du Mouhoun,Urbain,5,3,1.5,Femme,58,Aucun,Tole,Banco (terre),Puits protege/Forage,1,3.24,0,7,7,1,0,1,0,8.9,33,32844.0,1
